10 KG Ketchup
Index - Intermediate:;120.183014;41.747597;107.450417;0.000021;480.709961;0.000352;2986.348389;9868.695313;22317.560547;22529.294922;23995.65625;24668.814453;30606.537109;23964.228516;28518.041016;25440.59375;25120.130859;25905.921875;24750.476563;27031.806641;26667.390625;26929.996094;28988.919922;28449.705078;24723.167969;28642.470703;24547.767578;24646.640625;16839.748047;12628.120117;8433.22168;2095.773438;1575.402832;23084.894531;0.000166
Index - Proximal:;0.000088;0.001406;0.000516;0.000128;0.002865;0.001965;0.001135;11044.691406;36871.074219;32423.203125;32501.464844;37383.125;52449.902344;35443.28125;45030.730469;39230.445313;37033.363281;39560.769531;40841.742188;41243.085938;41509.765625;42927.300781;46256.035156;47472.410156;28830.152344;45076.085938;36972.953125;40318.5;19342.517578;15354.105469;7409.010254;0.002003;0.002308;71163.726563;0.0
Middle - Distal:;0.000033;0.000177;14.548648;0.000177;5.023168;199.969894;1065.434204;622.956848;2897.75293;3428.414307;6334.895508;5506.935547;7377.055176;5643.595703;6986.125;6071.297852;6160.744141;6045.979004;6199.239746;6652.330078;6652.334961;6521.695801;7474.362793;6941.114258;6004.035156;7096.157715;6145.536621;6814.581055;3803.508789;2027.073242;999.38208;352.727966;117.966133;0.002132;0.000043
Middle - Intermediate:;0.000125;0.000352;0.0;0.000048;0.000044;0.000011;1704.246338;9417.223633;25692.296875;21835.175781;22882.029297;21234.191406;22080.185547;18494.628906;22907.060547;19405.921875;19672.0;19669.732422;18626.808594;21104.65625;20855.925781;21277.878906;19790.300781;22264.8125;20824.146484;22272.509766;18484.916016;18821.9375;13294.882813;8060.67627;3463.630615;2208.410645;0.000236;16429.927734;0.000104
Middle - Proximal:;1486.526978;0.000699;0.000486;0.000686;0.001429;0.002782;482.524872;25449.109375;55327.839844;43210.4375;37498.6875;38384.867188;39305.046875;29824.585938;36876.308594;31346.525391;32172.429688;31720.0625;32180.693359;32546.486328;34602.429688;36148.621094;17993.34375;37828.503906;45069.636719;34434.144531;30500.642578;29740.958984;22735.183594;20925.363281;11651.296875;3023.518311;0.000942;25509.726563;0.000332
Ring - Distal:;0.000023;0.000177;0.000022;0.000024;0.000363;0.000087;1564.741333;2319.71582;2856.666504;2245.574219;3267.836182;3272.533691;4228.690918;3294.728271;3996.007324;3346.066162;3399.108887;3361.080811;3101.254883;3621.35376;3641.303223;3699.522217;4257.33252;3915.838135;3832.397949;4014.520996;3314.215332;2462.074463;953.241882;449.301331;278.79538;405.458252;0.000301;0.000697;0.000084
Ring - Intermediate:;0.000045;0.000352;0.000177;0.00035;0.000088;0.000347;948.125366;2308.765381;7793.131836;7065.064453;8847.393555;8738.411133;10759.37793;8374.1875;9949.102539;8396.332031;8721.179688;8394.676758;8499.791992;9050.169922;9394.243164;9532.53125;11372.466797;9924.757813;9634.689453;10014.133789;8763.705078;8129.435547;4230.793457;1222.972412;487.113007;3183.761719;1243.889771;7642.202148;0.000104
Ring - Proximal:;0.000356;0.000195;0.000086;0.000346;0.000088;0.001552;0.000359;1794.040649;9102.178711;9916.958008;9246.884766;10752.879883;12783.660156;9513.581055;11098.640625;9571.081055;10662.766602;9313.110352;12735.814453;9846.90625;11863.645508;12248.277344;14582.78418;12608.109375;9694.588867;10662.415039;11253.263672;14808.267578;7722.321777;7175.577148;2877.887451;6526.891602;917.191833;16876.892578;0.001346
Pinky - Distal:;0.000023;0.000005;0.000021;0.000045;27.553518;638.90155;1209.163818;1840.29187;1894.687012;1563.75708;2414.321777;2034.346802;2605.866699;2102.273193;2251.212891;1876.405884;1925.876953;1841.748047;1828.893433;2282.991455;2321.078857;2364.560303;2708.466309;2433.602783;2620.785156;2708.36499;2342.169189;1775.556152;659.922119;0.000361;394.759735;131.630585;49.590889;0.000357;0.00001
Pinky - Intermediate:;3.971642;0.00009;0.000043;0.000048;0.000368;523.164856;943.639099;2960.106934;6400.645508;4132.521484;4781.145508;4324.563965;4912.122559;3952.874268;4433.290527;3752.385986;3950.222412;3726.383057;4099.467285;4410.419434;4565.721191;4652.393555;5795.300293;4286.712402;4986.687988;4752.256348;4180.29248;4043.39917;1668.398193;0.000022;434.958282;1616.803833;0.000342;3970.009033;118.895302
Pinky - Proximal:;0.000022;0.000247;0.000494;0.000771;0.000713;0.000694;0.00366;1868.554077;8623.0;4924.321289;4147.105469;4009.540039;4189.188477;3283.466064;3649.447998;2990.72876;3249.01001;2923.585205;4027.516602;3677.935059;4084.20874;4246.562012;5904.047363;3740.788818;4466.990234;4200.206055;3723.278076;4568.367676;997.780518;0.001052;320.878815;3150.850586;0.000687;13876.310547;0.00138
Thumb - Distal:;0.000062;0.000218;0.000129;0.000093;0.0;0.0;12365.884766;0.003223;6996.578125;2030.337158;8481.014648;7102.750977;10533.548828;8445.575195;9038.324219;7996.850586;8890.010742;7411.180176;8324.478516;7836.033203;9886.889648;9229.582031;11437.796875;9605.212891;11252.115234;9020.182617;9227.424805;8541.887695;4756.887695;3936.137207;1734.532227;31.302744;99.764793;0.000022;0.000051
Thumb - Intermediate:;0.000099;0.000157;0.000086;0.00019;0.00025;0.000099;29522.759766;37605.855469;20109.130859;9221.755859;26908.875;20025.353516;30176.712891;22542.714844;25818.400391;21944.894531;23745.650391;21112.474609;21036.017578;24474.560547;23004.253906;20964.15625;27387.552734;21739.439453;28318.433594;23318.935547;19987.542969;27156.111328;16632.070313;14383.130859;9849.363281;0.000254;0.000745;0.000321;0.000186
Thumb - Proximal:;0.000364;0.000211;0.000172;0.00068;1935.682983;0.000491;58863.070313;94524.398438;85619.78125;84887.390625;116368.382813;95473.789063;125127.539063;104043.390625;114820.851563;105665.445313;110784.671875;106107.609375;99780.179688;119400.828125;109349.3125;102568.671875;123163.5;105087.085938;129644.203125;113207.929688;99913.304688;131713.828125;98363.945313;94525.21875;67362.359375;2751.244629;0.000942;9051.606445;0.002658


GraspType:;LargeDiameter
Index - Distal:;0.000022;0.0;0.000005;188.764496;0.000088;2358.55542;1549.19165;1478.852173;683.307922;2384.717285;2465.043945;3054.835449;2418.983154;2725.779785;2387.110596;2864.587891;2105.765869;3968.711914;3796.660645;3523.331299;3355.824219;3687.523926;2879.694092;3951.893311;3014.081299;2661.615967;3650.011719;2686.175537;3127.139404;1545.327026;378.341187;114.752892;69.608124;0.000091
Index - Intermediate:;0.000044;130.402252;5.925653;613.656616;223.121872;6003.48877;14594.330078;20556.65625;25149.521484;21252.96875;21390.166016;26261.648438;21507.623047;22196.150391;22091.511719;22343.421875;20164.070313;22622.537109;22275.181641;23004.015625;22984.617188;22201.193359;22683.359375;22446.820313;24392.583984;23950.398438;27390.820313;18722.730469;11938.118164;5662.236816;614.659912;516.274902;7915.591797;415.732513
Index - Proximal:;0.000388;0.000171;0.000842;0.00136;0.000686;1434.174561;19856.859375;31477.621094;43162.34375;33515.597656;27155.355469;39163.78125;27920.232422;29911.875;29809.423828;30069.705078;25660.386719;30445.441406;33034.585938;30398.410156;36480.757813;30031.458984;32260.265625;34783.886719;34936.984375;40535.839844;42867.796875;26400.648438;16182.643555;1570.67627;0.001948;788.935364;19551.458984;0.000921
Middle - Distal:;0.000043;0.000005;0.000086;26.724882;77.325645;1360.487915;2405.856201;4009.354248;4405.535645;4925.404297;4980.443359;6781.897949;5355.335449;5823.896484;5468.438477;5967.075684;5048.143066;5952.848633;5705.358887;5775.115234;5369.464844;5908.445313;5371.791016;5581.018066;5812.338379;5380.965332;7845.014648;4207.142578;1919.917358;154.387344;136.244293;16.463362;0.000186;0.000186
Middle - Intermediate:;0.000043;0.000048;0.000344;0.000043;0.000344;3379.682617;14273.055664;21687.816406;21364.857422;22792.958984;22597.191406;28970.925781;22924.240234;23636.132813;23233.886719;24045.169922;20496.517578;23577.673828;22392.712891;23633.652344;21913.134766;22888.029297;22021.794922;21710.847656;22245.080078;18867.865234;22209.609375;15304.904297;7419.697266;1480.802856;0.000344;0.00082;3517.150635;1571.294312
Middle - Proximal:;0.000349;0.000021;0.001381;0.00034;0.0;966.499756;25173.765625;35001.332031;38360.140625;39369.121094;39605.375;50543.03125;40035.910156;40704.121094;40224.734375;41756.410156;35140.789063;39183.589844;38857.039063;39872.941406;39781.015625;37904.824219;35599.722656;40433.242188;34422.941406;33031.976563;20019.068359;26857.654297;22923.953125;791.944641;4295.476563;2694.194336;7063.723145;4408.151367
Ring - Distal:;0.000049;0.000021;0.000086;0.000012;0.000089;3197.837891;5529.223633;6177.516113;5580.073242;5362.269531;5627.808105;7068.610352;5699.603027;5866.403809;5658.430664;5915.828125;4896.395996;5898.303711;5437.040527;5778.856445;5312.373535;5759.523926;5087.024902;5482.067383;5869.221191;5093.036621;6892.541016;2605.925049;846.982727;0.579411;0.000197;0.000626;0.000113;0.000115
Ring - Intermediate:;0.000087;0.00006;26.012522;0.000683;0.000022;3452.359375;11991.15918;15916.262695;13031.90625;14037.435547;14145.646484;17630.71875;14217.126953;14642.460938;14273.486328;14930.214844;12402.347656;14561.897461;13683.439453;14403.768555;13648.924805;14291.513672;12633.899414;14332.170898;14056.978516;12964.357422;17231.376953;9048.777344;3420.380859;271.269958;0.000355;0.000159;1744.163086;971.781067
